"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,099741,CME ,00,099 ,  787261,  218224,   94074,   43413,  440478,  602873,  702115,  740360,   85146,   46900,  787261,  218224,   94074,   43413,  440478,  602873,  702115,  740360,   85146,   46900,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -23504,   -1135,   -5256,   -7442,  -13817,  -10006,  -22395,  -22704,   -1109,    -800,  100.0,   27.7,   11.9,    5.5,   56.0,   76.6,   89.2,   94.0,   10.8,    6.0,  100.0,   27.7,   11.9,    5.5,   56.0,   76.6,   89.2,   94.0,   10.8,    6.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    294,     86,     42,     36,    133,     97,    233,    161,    294,     86,     42,     36,    133,     97,    233,    161,      0,      0,      0,      0,      0,      0,      0,      0,    17.0,    41.0,    27.8,    60.9,    16.3,    39.7,    26.0,    59.3,    17.0,    41.0,    27.8,    60.9,    16.3,    39.7,    26.0,    59.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,099741,CME ,00,099 ,  810765,  219359,   99329,   50856,  454295,  612879,  724510,  763064,   86255,   47701,  810765,  219359,   99329,   50856,  454295,  612879,  724510,  763064,   86255,   47701,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   15716,    1442,    3488,     835,   11960,   14667,   14237,   18990,    1479,   -3274,  100.0,   27.1,   12.3,    6.3,   56.0,   75.6,   89.4,   94.1,   10.6,    5.9,  100.0,   27.1,   12.3,    6.3,   56.0,   75.6,   89.4,   94.1,   10.6,    5.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    301,     93,     42,     41,    134,     97,    240,    167,    301,     93,     42,     41,    134,     97,    240,    167,      0,      0,      0,      0,      0,      0,      0,      0,    16.5,    39.2,    26.9,    58.9,    15.7,    37.2,    24.8,    56.6,    16.5,    39.2,    26.9,    58.9,    15.7,    37.2,    24.8,    56.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,102741,CME ,00,102 ,   55671,   32621,   13273,     146,   19693,   41014,   52460,   54433,    3211,    1238,   55671,   32621,   13273,     146,   19693,   41014,   52460,   54433,    3211,    1238,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5387,   -6227,   -5913,     145,     634,     347,   -5448,   -5421,      61,      34,  100.0,   58.6,   23.8,    0.3,   35.4,   73.7,   94.2,   97.8,    5.8,    2.2,  100.0,   58.6,   23.8,    0.3,   35.4,   73.7,   94.2,   97.8,    5.8,    2.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     85,     33,     15,      4,     23,     15,     57,     33,     85,     33,     15,      4,     23,     15,     57,     33,      0,      0,      0,      0,      0,      0,      0,      0,    35.4,    68.7,    55.0,    83.1,    35.4,    68.5,    54.9,    82.8,    35.4,    68.7,    55.0,    83.1,    35.4,    68.5,    54.9,    82.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,102741,CME ,00,102 ,   61058,   38848,   19186,       1,   19059,   40667,   57908,   59854,    3150,    1204,   61058,   38848,   19186,       1,   19059,   40667,   57908,   59854,    3150,    1204,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -16339,    1600,     236,   -7304,  -10395,   -9211,  -16099,  -16279,    -240,     -60,  100.0,   63.6,   31.4,    0.0,   31.2,   66.6,   94.8,   98.0,    5.2,    2.0,  100.0,   63.6,   31.4,    0.0,   31.2,   66.6,   94.8,   98.0,    5.2,    2.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     77,     32,     14,      1,     19,     13,     52,     27,     77,     32,     14,      1,     19,     13,     52,     27,      0,      0,      0,      0,      0,      0,      0,      0,    45.4,    63.0,    62.7,    81.1,    45.4,    62.8,    62.7,    80.9,    45.4,    63.0,    62.7,    81.1,    45.4,    62.8,    62.7,    80.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,102741,CME ,00,102 ,   77396,   37248,   18950,    7305,   29454,   49878,   74007,   76133,    3389,    1263,   77396,   37248,   18950,    7305,   29454,   49878,   74007,   76133,    3389,    1263,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   18190,     335,    5787,    4460,   13538,    8051,   18333,   18298,    -143,    -108,  100.0,   48.1,   24.5,    9.4,   38.1,   64.4,   95.6,   98.4,    4.4,    1.6,  100.0,   48.1,   24.5,    9.4,   38.1,   64.4,   95.6,   98.4,    4.4,    1.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     83,     34,     15,      5,     24,     13,     62,     30,     83,     34,     15,      5,     24,     13,     62,     30,      0,      0,      0,      0,      0,      0,      0,      0,    34.5,    59.5,    56.3,    85.0,    33.0,    49.3,    47.2,    66.6,    34.5,    59.5,    56.3,    85.0,    33.0,    49.3,    47.2,    66.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,102741,CME ,00,102 ,   59206,   36913,   13163,    2845,   15916,   41827,   55674,   57835,    3532,    1371,   59206,   36913,   13163,    2845,   15916,   41827,   55674,   57835,    3532,    1371,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     443,   -2528,   -1583,    1879,    1294,     228,     645,     524,    -202,     -81,  100.0,   62.3,   22.2,    4.8,   26.9,   70.6,   94.0,   97.7,    6.0,    2.3,  100.0,   62.3,   22.2,    4.8,   26.9,   70.6,   94.0,   97.7,    6.0,    2.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     87,     36,     17,      5,     21,     16,     60,     36,     87,     36,     17,      5,     21,     16,     60,     36,      0,      0,      0,      0,      0,      0,      0,      0,    43.0,    64.4,    57.5,    80.6,    43.0,    60.8,    56.2,    77.0,    43.0,    64.4,    57.5,    80.6,    43.0,    60.8,    56.2,    77.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,102741,CME ,00,102 ,   58763,   39441,   14746,     966,   14622,   41599,   55029,   57311,    3734,    1452,   58763,   39441,   14746,     966,   14622,   41599,   55029,   57311,    3734,    1452,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4943,   -4659,   -4240,     730,    -856,   -1635,   -4785,   -5145,    -158,     202,  100.0,   67.1,   25.1,    1.6,   24.9,   70.8,   93.6,   97.5,    6.4,    2.5,  100.0,   67.1,   25.1,    1.6,   24.9,   70.8,   93.6,   97.5,    6.4,    2.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     86,     41,     14,      3,     19,     13,     62,     28,     86,     41,     14,      3,     19,     13,     62,     28,      0,      0,      0,      0,      0,      0,      0,      0,    42.5,    66.8,    57.6,    83.1,    42.5,    65.1,    57.6,    81.4,    42.5,    66.8,    57.6,    83.1,    42.5,    65.1,    57.6,    81.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,102741,CME ,00,102 ,   63706,   44100,   18986,     236,   15478,   43234,   59814,   62456,    3892,    1250,   63706,   44100,   18986,     236,   15478,   43234,   59814,   62456,    3892,    1250,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1327,   -2830,    6363,     235,    1056,   -7870,   -1539,   -1272,     212,     -55,  100.0,   69.2,   29.8,    0.4,   24.3,   67.9,   93.9,   98.0,    6.1,    2.0,  100.0,   69.2,   29.8,    0.4,   24.3,   67.9,   93.9,   98.0,    6.1,    2.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     80,     35,     13,      3,     20,     13,     57,     27,     80,     35,     13,      3,     20,     13,     57,     27,      0,      0,      0,      0,      0,      0,      0,      0,    47.7,    62.3,    61.6,    80.6,    47.7,    61.7,    61.6,    80.0,    47.7,    62.3,    61.6,    80.6,    47.7,    61.7,    61.6,    80.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,102741,CME ,00,102 ,   65033,   46930,   12623,       1,   14422,   51104,   61353,   63728,    3680,    1305,   65033,   46930,   12623,       1,   14422,   51104,   61353,   63728,    3680,    1305,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -25222,    -589,    9370,   -4989,  -14170,  -24275,  -19748,  -19894,   -5474,   -5328,  100.0,   72.2,   19.4,    0.0,   22.2,   78.6,   94.3,   98.0,    5.7,    2.0,  100.0,   72.2,   19.4,    0.0,   22.2,   78.6,   94.3,   98.0,    5.7,    2.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     78,     32,     13,      1,     18,     16,     51,     29,     78,     32,     13,      1,     18,     16,     51,     29,      0,      0,      0,      0,      0,      0,      0,      0,    49.6,    59.4,    64.4,    80.9,    49.6,    59.2,    64.4,    80.7,    49.6,    59.4,    64.4,    80.9,    49.6,    59.2,    64.4,    80.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240213,2024-02-13,111659,NYME,01,111 ,  388717,  105172,   38933,   72731,  185144,  261154,  363047,  372818,   25670,   15899,  388717,  105172,   38933,   72731,  185144,  261154,  363047,  372818,   25670,   15899,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11686,    6964,    5351,    2897,     635,    5044,   10495,   13292,    1190,   -1606,  100.0,   27.1,   10.0,   18.7,   47.6,   67.2,   93.4,   95.9,    6.6,    4.1,  100.0,   27.1,   10.0,   18.7,   47.6,   67.2,   93.4,   95.9,    6.6,    4.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    272,     89,     44,     88,    107,    128,    233,    227,    272,     89,     44,     88,    107,    128,    233,    227,      0,      0,      0,      0,      0,      0,      0,      0,    12.9,    18.3,    21.2,    28.4,     9.1,    11.3,    14.8,    17.4,    12.9,    18.3,    21.2,    28.4,     9.1,    11.3,    14.8,    17.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240206,2024-02-06,111659,NYME,01,111 ,  377032,   98209,   33582,   69835,  184509,  256110,  352552,  359527,   24480,   17505,  377032,   98209,   33582,   69835,  184509,  256110,  352552,  359527,   24480,   17505,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10930,   -8352,     191,    9934,    8959,   -1928,   10541,    8197,     388,    2732,  100.0,   26.0,    8.9,   18.5,   48.9,   67.9,   93.5,   95.4,    6.5,    4.6,  100.0,   26.0,    8.9,   18.5,   48.9,   67.9,   93.5,   95.4,    6.5,    4.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    252,     76,     43,     79,    100,    120,    215,    208,    252,     76,     43,     79,    100,    120,    215,    208,      0,      0,      0,      0,      0,      0,      0,      0,    14.4,    18.6,    23.4,    28.9,    10.7,    11.9,    16.9,    17.9,    14.4,    18.6,    23.4,    28.9,    10.7,    11.9,    16.9,    17.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240130,2024-01-30,111659,NYME,01,111 ,  366102,  106560,   33391,   59900,  175550,  258038,  342011,  351329,   24091,   14773,  366102,  106560,   33391,   59900,  175550,  258038,  342011,  351329,   24091,   14773,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2568,    2856,    3389,   -5837,    -203,     892,   -3183,   -1556,     615,   -1012,  100.0,   29.1,    9.1,   16.4,   48.0,   70.5,   93.4,   96.0,    6.6,    4.0,  100.0,   29.1,    9.1,   16.4,   48.0,   70.5,   93.4,   96.0,    6.6,    4.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    257,     88,     38,     81,    100,    118,    226,    204,    257,     88,     38,     81,    100,    118,    226,    204,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    22.3,    24.1,    32.7,    10.1,    14.2,    16.6,    20.1,    13.8,    22.3,    24.1,    32.7,    10.1,    14.2,    16.6,    20.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240123,2024-01-23,111659,NYME,01,111 ,  368669,  103704,   30002,   65737,  175753,  257146,  345194,  352885,   23476,   15784,  368669,  103704,   30002,   65737,  175753,  257146,  345194,  352885,   23476,   15784,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12208,    7342,    2656,   -2204,    6069,   13361,   11207,   13814,    1001,   -1606,  100.0,   28.1,    8.1,   17.8,   47.7,   69.7,   93.6,   95.7,    6.4,    4.3,  100.0,   28.1,    8.1,   17.8,   47.7,   69.7,   93.6,   95.7,    6.4,    4.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    259,     91,     36,     80,    104,    123,    227,    212,    259,     91,     36,     80,    104,    123,    227,    212,      0,      0,      0,      0,      0,      0,      0,      0,    13.2,    21.3,    23.0,    31.1,     8.2,    12.9,    14.5,    19.1,    13.2,    21.3,    23.0,    31.1,     8.2,    12.9,    14.5,    19.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240116,2024-01-16,111659,NYME,01,111 ,  356461,   96362,   27346,   67941,  169683,  243785,  333987,  339072,   22475,   17390,  356461,   96362,   27346,   67941,  169683,  243785,  333987,  339072,   22475,   17390,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12492,   -2991,     252,    6806,    8941,    6050,   12757,   13108,    -265,    -616,  100.0,   27.0,    7.7,   19.1,   47.6,   68.4,   93.7,   95.1,    6.3,    4.9,  100.0,   27.0,    7.7,   19.1,   47.6,   68.4,   93.7,   95.1,    6.3,    4.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    260,     83,     43,     80,    100,    122,    221,    213,    260,     83,     43,     80,    100,    122,    221,    213,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    19.1,    22.1,    27.0,     8.8,    11.8,    15.2,    18.2,    13.8,    19.1,    22.1,    27.0,     8.8,    11.8,    15.2,    18.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240109,2024-01-09,111659,NYME,01,111 ,  343969,   99353,   27094,   61135,  160742,  237734,  321230,  325963,   22739,   18006,  343969,   99353,   27094,   61135,  160742,  237734,  321230,  325963,   22739,   18006,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   10022,   -5389,   -1451,    8052,    7961,    1547,   10624,    8148,    -601,    1875,  100.0,   28.9,    7.9,   17.8,   46.7,   69.1,   93.4,   94.8,    6.6,    5.2,  100.0,   28.9,    7.9,   17.8,   46.7,   69.1,   93.4,   94.8,    6.6,    5.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    255,     82,     43,     80,     98,    118,    215,    212,    255,     82,     43,     80,     98,    118,    215,    212,      0,      0,      0,      0,      0,      0,      0,      0,    14.0,    20.2,    22.7,    29.1,     9.4,    12.2,    16.3,    19.4,    14.0,    20.2,    22.7,    29.1,     9.4,    12.2,    16.3,    19.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GASOLINE RBOB - NEW YORK MERCANTILE EXCHANGE",240102,2024-01-02,111659,NYME,01,111 ,  333947,  104742,   28545,   53083,  152781,  236188,  310606,  317816,   23341,   16131,  333947,  104742,   28545,   53083,  152781,  236188,  310606,  317816,   23341,   16131,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     128,    2377,   -2351,    -815,     174,    4164,    1736,     998,   -1608,    -871,  100.0,   31.4,    8.5,   15.9,   45.8,   70.7,   93.0,   95.2,    7.0,    4.8,  100.0,   31.4,    8.5,   15.9,   45.8,   70.7,   93.0,   95.2,    7.0,    4.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    246,     86,     34,     74,     89,    114,    206,    195,    246,     86,     34,     74,     89,    114,    206,    195,      0,      0,      0,      0,      0,      0,      0,      0,    12.4,    21.6,    21.0,    30.9,     8.7,    15.2,    15.0,    22.4,    12.4,    21.6,    21.0,    30.9,     8.7,    15.2,    15.0,    22.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","111659","NYME","111 "
"GULF COAST CBOB GAS A2 PL RBOB - NEW YORK MERCANTILE EXCHANGE",240213,2024-02-13,111A34,NYME,01,111 ,   17570,       0,       0,       0,   17295,   15815,   17295,   15815,     275,    1755,   17570,       0,       0,       0,   17295,   15815,   17295,   15815,     275,    1755,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,    0.0,    0.0,   98.4,   90.0,   98.4,   90.0,    1.6,   10.0,  100.0,    0.0,    0.0,    0.0,   98.4,   90.0,   98.4,   90.0,    1.6,   10.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      0,      0,      0,     18,     16,     18,     16,     22,      0,      0,      0,     18,     16,     18,     16,      0,      0,      0,      0,      0,      0,      0,      0,    64.7,    50.7,    83.6,    77.1,    54.0,    46.9,    62.8,    54.6,    64.7,    50.7,    83.6,    77.1,    54.0,    46.9,    62.8,    54.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","111A34","NYME","111 "
"GULF COAST CBOB GAS A2 PL RBOB - NEW YORK MERCANTILE EXCHANGE",240130,2024-01-30,111A34,NYME,01,111 ,   19020,       0,       0,       0,   18735,   17745,   18735,   17745,     285,    1275,   19020,       0,       0,       0,   18735,   17745,   18735,   17745,     285,    1275,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     647,       0,       0,       0,     697,     692,     697,     692,     -50,     -45,  100.0,    0.0,    0.0,    0.0,   98.5,   93.3,   98.5,   93.3,    1.5,    6.7,  100.0,    0.0,    0.0,    0.0,   98.5,   93.3,   98.5,   93.3,    1.5,    6.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,      0,      0,      0,     19,     20,     19,     20,     24,      0,      0,      0,     19,     20,     19,     20,      0,      0,      0,      0,      0,      0,      0,      0,    62.5,    53.0,    84.2,    73.7,    56.8,    47.8,    68.6,    60.7,    62.5,    53.0,    84.2,    73.7,    56.8,    47.8,    68.6,    60.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","111A34","NYME","111 "
"GULF COAST CBOB GAS A2 PL RBOB - NEW YORK MERCANTILE EXCHANGE",240123,2024-01-23,111A34,NYME,01,111 ,   18373,       0,       0,       0,   18038,   17053,   18038,   17053,     335,    1320,   18373,       0,       0,       0,   18038,   17053,   18038,   17053,     335,    1320,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2228,       0,       0,       0,    2178,    2403,    2178,    2403,      50,    -175,  100.0,    0.0,    0.0,    0.0,   98.2,   92.8,   98.2,   92.8,    1.8,    7.2,  100.0,    0.0,    0.0,    0.0,   98.2,   92.8,   98.2,   92.8,    1.8,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      0,      0,      0,     17,     20,     17,     20,     23,      0,      0,      0,     17,     20,     17,     20,      0,      0,      0,      0,      0,      0,      0,      0,    58.3,    51.0,    81.7,    72.8,    52.6,    44.6,    65.4,    58.7,    58.3,    51.0,    81.7,    72.8,    52.6,    44.6,    65.4,    58.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","111A34","NYME","111 "
"GULF COAST CBOB GAS A2 PL RBOB - NEW YORK MERCANTILE EXCHANGE",240116,2024-01-16,111A34,NYME,01,111 ,   16145,       0,       0,       0,   15860,   14650,   15860,   14650,     285,    1495,   16145,       0,       0,       0,   15860,   14650,   15860,   14650,     285,    1495,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     560,       0,       0,       0,     550,     335,     550,     335,      10,     225,  100.0,    0.0,    0.0,    0.0,   98.2,   90.7,   98.2,   90.7,    1.8,    9.3,  100.0,    0.0,    0.0,    0.0,   98.2,   90.7,   98.2,   90.7,    1.8,    9.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,      0,      0,      0,     16,     17,     16,     17,     21,      0,      0,      0,     16,     17,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,    56.2,    49.5,    82.3,    72.9,    49.6,    44.0,    65.8,    58.1,    56.2,    49.5,    82.3,    72.9,    49.6,    44.0,    65.8,    58.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 GALLONS)","111A34","NYME","111 "
